run,best_fit,runtime_sec,conv_gen_1pct
1,7310,0.2520531000045594,71
2,7622,0.27626949999830686,91
3,7293,0.2502241000038339,22
4,7293,0.25332519999938086,50
5,7293,0.2529107999871485,15
6,7293,0.2725555000070017,77
7,7293,0.2496504000009736,87
8,7310,0.2645699999993667,11
9,7569,0.287342700001318,12
10,7293,0.26090710000426043,224
11,7293,0.297858100006124,160
12,7622,0.25485569999727886,27
13,7293,0.25406350000412203,230
14,7651,0.24318879999918863,75
15,7586,0.241375399986282,55
16,7293,0.2733896999998251,71
17,7293,0.22969049999665003,27
18,7293,0.26260209998872597,32
19,7293,0.2393253000045661,27
20,7569,0.2654513000015868,145
21,7293,0.2655924999999115,26
22,7293,0.25885069998912513,29
23,7622,0.2528632000030484,11
24,7293,0.2656706999987364,26
25,7293,0.3830885000061244,55
26,7622,0.3455316000035964,88
27,7293,0.23898629999894183,54
28,7293,0.2331493999954546,94
29,7293,0.257872000001953,19
30,7569,0.23275540000759065,51
