config,best_fit_mean,best_fit_std,best_fit_min,best_fit_max,best_fit_median,runtime_mean,runtime_std,conv1pct_mean_gen,conv1pct_std_gen
0.01,7442.466666666666,162.79838929042128,7293,7748,7293.0,0.24451852333489418,0.020287421203257244,87.9,97.5360958824988
0.05,7426.733333333334,153.8689774523189,7293,7622,7293.0,0.2399790999988909,0.013626297114969717,54.333333333333336,68.7407367496806
0.1,7439.533333333334,157.36978391320517,7293,7622,7294.0,0.24303437000053235,0.01410717009962391,66.46666666666667,87.2722687277516
0.2,7324.133333333333,93.73357041221796,7293,7622,7293.0,0.2457480866680271,0.014577808491079976,85.66666666666667,98.99236783150955
